No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah
7, 0401108,SMK MUHAMMADIYAH 2 YOGYAKARTA,20403284,S,143,67.86,50.57,35.02,70.68,"56,03",04,01,108
8, 0401109,SMK KOPERASI YOGYAKARTA,20403290,S,99,70.55,49.35,40.13,79.33,"59,84",04,01,109
9, 0401110,SMK NEGERI 7 YOGYAKARTA,20403295,N,247,80.43,72.26,69.14,82.95,"76,20",04,01,110
10, 0401111,SMK BOPKRI 1 YOGYAKARTA,20403167,S,93,71.53,56.45,37.66,78.69,"61,08",04,01,111
11, 0401112,SMK MARSUDI LUHUR I YOGYAKARTA,20403291,S,92,68.37,51.91,37.47,71.01,"57,19",04,01,112
12, 0401114,SMK NEGERI 6 YOGYAKARTA,20404182,N,348,75.23,61.71,60.43,78.57,"68,99",04,01,114
13, 0401115,SMK NEGERI 4 YOGYAKARTA,20403282,N,489,74.78,58.5,57.04,80.21,"67,63",04,01,115
14, 0401116,SMK PIRI 2 YOGYAKARTA,20403311,S,15,66.13,43.6,38.67,73.45,"55,46",04,01,116
15, 0401117,SMK MUHAMMADIYAH 4 YOGYAKARTA,20403276,S,21,73.71,49.33,40,74.6,"59,41",04,01,117
16, 0401118,SMK BOPKRI 2 YOGYAKARTA,20403168,S,39,64.87,50.92,34.29,75.52,"56,40",04,01,118
17, 0401121,SMK NEGERI 5 YOGYAKARTA,20403283,N,381,72.11,55.07,47.16,78.73,"63,27",04,01,121
18, 0401124,SMK PERINDUSTRIAN YOGYAKARTA,20403309,S,63,68.22,44.79,29.6,74.29,"54,23",04,01,124
19, 0401125,SMK MUHAMMADIYAH 3 YOGYAKARTA,20403275,S,431,66.97,48.13,32.07,70.97,"54,54",04,01,125
20, 0401126,SMK PERKEBUNAN MM 52 YOGYAKARTA,20403310,S,24,68.33,43.17,24.48,79.28,"53,82",04,01,126
21, 0401127,SMK NEGERI 3 YOGYAKARTA,20404181,N,562,76.36,61.41,47.75,74.74,"65,07",04,01,127
22, 0401128,SMK ISLAM YOGYAKARTA,20403289,S,22,62.91,38.55,32.05,72.38,"51,47",04,01,128
23, 0401129,SMK PIRI 1 YOGYAKARTA,20404183,S,206,65.99,48.83,29.04,70.86,"53,68",04,01,129
24, 0401130,SMK BOPKRI 4 YOGYAKARTA,20403169,S,5,68.4,52.4,26.5,62.96,"52,57",04,01,130
25, 0401131,SMK IBU PAWIYATAN TAMANSISWA,20404185,S,21,61.33,41.33,24.05,72.2,"49,73",04,01,131
26, 0401132,SMK INDONESIA YOGYAKARTA,20407373,S,145,81.08,75.68,71.47,88.15,"79,10",04,01,132
27, 0401133,SMK NEGERI TEKNOLOGI INDUSTRI,20407427,N,213,80.83,75.83,77.19,85.17,"79,76",04,01,133
28, 0401134,SMK BERBUDI,20401236,S,29,61.66,44.07,29.22,74.84,"52,45",04,01,134
29, 0401136,SMK CIPTA BHAKTI HUSADA YOGYAKARTA,20409894,S,137,77.02,59.26,55.93,77.23,"67,36",04,01,136
30, 0401137,SMK PEMBANGUNAN YOGYAKARTA,20411880,S,28,60.5,37.29,23.48,64.3,"46,39",04,01,137
31, 0401162,SMK MAARIF 1 YOGYAKARTA,20409893,S,29,63.79,45.1,29.66,72.14,"52,67",04,01,162
32, 0401163,SMKS INSAN MULIA,69752149,S,26,75.15,46.77,38.56,77.1,"59,40",04,01,163
33, 0402101,SMK NEGERI 1 BANTUL,20400416,N,409,80.51,68.46,73.75,83.74,"76,62",04,02,101
34, 0402102,SMK BINAWIYATA SRANDAKAN,20400454,S,20,75.7,47.1,41.5,74.39,"59,67",04,02,102
35, 0402103,SMK BUDHI DHARMA PIYUNGAN BANTUL,20400440,S,7,78.57,46,44.29,72.31,"60,29",04,02,103
36, 0402104,SMK MUHAMMADIYAH 2 BANTUL,20400445,S,101,67.56,43.8,38.96,77.38,"56,93",04,02,104
37, 0402105,SMK TUJUH BELAS BANTUL,20400370,S,23,72.17,44.61,31.09,73.47,"55,34",04,02,105
38, 0402106,SMK PUTRA TAMA BANTUL,20400421,S,86,69.81,48.37,34.27,72.64,"56,27",04,02,106
39, 0402107,SMK MUHAMMADIYAH KRETEK,20400452,S,67,70.84,49.4,33.69,69.47,"55,85",04,02,107
40, 0402108,SMK NEGERI 1 PANDAK,20400446,N,226,74.37,46.85,43.24,79.62,"61,02",04,02,108
41, 0402109,SMK MUHAMMADIYAH 1 BANTUL,20400383,S,384,69.41,49.84,42.5,74.97,"59,18",04,02,109
42, 0402110,SMK NEGERI 1 SEWON,20400420,N,403,73.57,56.53,54.63,81.75,"66,62",04,02,110
43, 0402111,SMK MAARIF 2 PIYUNGAN,20400434,S,15,76,52.53,44.5,75.4,"62,11",04,02,111
44, 0402112,SMK NASIONAL BANTUL,20400386,S,56,67.68,43.71,35.58,73.88,"55,21",04,02,112
45, 0402113,SMK NEGERI 1 KASIHAN,20400448,N,154,74.61,54.18,43.54,85.74,"64,52",04,02,113
46, 0402114,SMK NEGERI 2 KASIHAN,20400419,N,122,73.75,66.66,46.52,81.59,"67,13",04,02,114
47, 0402115,SMK NEGERI 3 KASIHAN,20400417,N,189,69.89,58.26,43.23,79.3,"62,67",04,02,115
48, 0402116,SMK NEGERI 1 SEDAYU,20400432,N,362,76.72,58.76,50.64,74.1,"65,06",04,02,116
49, 0402118,SMK MUHAMMADIYAH PIYUNGAN,20400451,S,69,66.55,42.55,29.31,73.8,"53,05",04,02,118
50, 0402119,SMK MUHAMMADIYAH IMOGIRI,20400453,S,167,70.24,43.68,31.84,76.34,"55,53",04,02,119
51, 0402120,SMK MAARIF 1 PIYUNGAN,20408005,S,66,69.06,46.79,29.28,80.34,"56,37",04,02,120
52, 0402121,SMK SANTO PAULUS 1 SEDAYU,20400422,S,10,71.4,49.4,29,68.82,"54,66",04,02,121
53, 0402122,SMK INDONESIA YIPK BANTUL,20400438,S,7,66.29,34.86,28.21,80.83,"52,55",04,02,122
54, 0402123,SMK DARMA BHAKTI SEDAYU,20400387,S,7,69.14,36.29,24.64,71.39,"50,37",04,02,123
55, 0402124,SMK TAMANSISWA 1 IMOGIRI,20400423,S,7,58.86,42.57,21.07,75.86,"49,59",04,02,124
56, 0402125,SMK MUHAMMADIYAH  1  BAMBANGLIPURO,20400384,S,366,69.14,46.95,35.16,71.99,"55,81",04,02,125
57, 0402126,SMK COKROAMINOTO PANDAK,20400385,S,36,63,40.5,27.57,78.34,"52,35",04,02,126
58, 0402127,SMK NEGERI 1 PUNDONG,20400382,N,237,75.36,55.6,44.73,79.5,"63,80",04,02,127
59, 0402128,SMK NEGERI 1 PAJANGAN,20400447,N,94,69.23,50.43,37.13,75.23,"58,01",04,02,128
60, 0402129,SMK NEGERI 1 DLINGO,20400449,N,151,71.76,46.58,49.47,80.97,"62,20",04,02,129
61, 0402130,SMK NEGERI 2 SEWON,20400418,N,148,74.18,52.23,41.89,80.46,"62,19",04,02,130
62, 0402131,SMK NEGERI 1 SANDEN,20400433,N,97,65.73,48.68,35.75,76.17,"56,58",04,02,131
63, 0402132,SMK MAARIF 1 KRETEK,20400436,S,32,71.88,42.06,36.64,77.41,"57,00",04,02,132
64, 0402133,SMK NEGERI 1 PLERET,20409339,N,213,75.93,55.12,50.83,76.36,"64,56",04,02,133
65, 0402134,SMK PELITA BUANA SEWON,20400394,S,21,64.29,38.38,29.64,76.96,"52,32",04,02,134
66, 0402135,SMK PARIWISATA BANTUL,20400401,S,28,66.36,48.71,34.73,79.75,"57,39",04,02,135
67, 0402136,SMK ISLAM TERPADU AL-FURQON SANDEN,20409338,S,43,73.07,44.19,39.19,72.09,"57,14",04,02,136
68, 0402137,SMK PEMBANGUNAN DLINGO,20400393,S,23,70,42.26,38.48,71.66,"55,60",04,02,137
69, 0402138,SMK - SPP BUANA KARYA BANTUL,20409846,S,6,74.33,39.33,30,75.8,"54,87",04,02,138
70, 0402139,SMK MAARIF AL MUNAWIR KRAPYAK,20409902,S,42,75.86,51.48,42.56,73.79,"60,92",04,02,139
71, 0402140,SMK AR-RAHMAH SRANDAKAN,20409903,S,20,70.3,44.5,43.5,70.05,"57,09",04,02,140
72, 0402141,SMK KESEHATAN BANTUL,20409904,S,166,79.89,55.16,59.56,75.9,"67,63",04,02,141
73, 0402142,SMK KESEHATAN AMANAH HUSADA,20409905,S,71,73.41,47.21,34.47,77.35,"58,11",04,02,142
74, 0402143,SMK NURUL IMAN,20411871,S,24,74.75,49.08,33.44,72.09,"57,34",04,02,143
75, 0402144,SMK SMART AL-MUHSIN,20411872,S,7,68,52,44.29,68.47,"58,19",04,02,144
76, 0402145,SMK KI AGENG PEMANAHAN,20411873,S,56,66.04,43.11,32.77,70.57,"53,12",04,02,145
77, 0402146,SMK MUHAMMADIYAH BANGUNJIWO KASIHAN,69775326,S,26,65.38,39.69,25.48,79.23,"52,45",04,02,146
78, 0402147,SMK KESEHATAN NUZULA HUSADA,69775328,S,32,80.19,55.25,51.48,75.62,"65,64",04,02,147
79, 0402148,SMK KESEHATAN PELITA BANGSA,69775329,S,16,83.5,66.5,61.09,71.6,"70,67",04,02,148
80, 0402149,SMK TEKNOLOGI BANTUL,69775327,S,28,73.64,43.64,32.05,73.8,"55,78",04,02,149
81, 0403101,SMK NEGERI 1 PENGASIH,20402788,N,318,80.64,67.79,72.57,84.51,"76,38",04,03,101
82, 0403102,SMK NEGERI 1 SAMIGALUH,20402790,N,104,72.69,50.96,40.96,73.94,"59,64",04,03,102
83, 0403103,SMK BOPKRI WATES,20402782,S,31,67.94,45.68,35.65,74.18,"55,86",04,03,103
84, 0403104,SMK YPKK 1 KULON PROGO,20402792,S,13,68.77,44.92,35.38,75.93,"56,25",04,03,104
85, 0403105,SMK MUHAMMADIYAH 1 WATES,20400435,S,182,75.67,55.27,53.7,79.06,"65,93",04,03,105
86, 0403106,SMK TAMAN SISWA NANGGULAN,20402842,S,108,70.37,51.54,43.68,78.15,"60,94",04,03,106
87, 0403107,SMK MAARIF 1 TEMON,20402784,S,107,74.73,54.8,41.64,76.65,"61,96",04,03,107
88, 0403108,SMK PGRI 1 SENTOLO,20402791,S,54,71.74,52.22,44.17,76.03,"61,04",04,03,108
89, 0403109,SMK YPKK 2 KULON PROGO,20404075,S,7,83.14,50,44.64,71.53,"62,33",04,03,109
90, 0403110,SMK MUHAMMADIYAH KALIBAWANG,20402786,S,85,74.85,51.27,46.44,81.04,"63,40",04,03,110
91, 0403111,SMK BOPKRI SAMIGALUH,20402781,S,13,71.38,45.38,37.69,76.75,"57,80",04,03,111
92, 0403112,SMK KUNCUP SAMIGALUH,20402783,S,38,74.58,45.79,39.34,73.43,"58,29",04,03,112
93, 0403113,SMK NEGERI 2 PENGASIH,20402817,N,492,78.49,62.34,59.18,81.14,"70,29",04,03,113
94, 0403115,SMK MAARIF 1 WATES,20402829,S,345,70.48,48.13,41.84,73.77,"58,56",04,03,115
95, 0403116,SMK BOPKRI 1 SENTOLO,20402812,S,15,64.67,41.87,32.33,72.09,"52,74",04,03,116
96, 0403117,SMK MUHAMMADIYAH 1 LENDAH,20402836,S,99,72.3,49.98,40.58,75.64,"59,63",04,03,117
97, 0403118,SMK MUHAMMADIYAH 2 WATES,20402815,S,181,72.36,52.66,41.75,76.41,"60,80",04,03,118
98, 0403120,SMK MUHAMMADIYAH 1 TEMON,20402840,S,139,69.41,44.23,34.19,71.94,"54,94",04,03,120
99, 0403121,SMK MAARIF 2 WATES,20402830,S,12,72.83,47,42.29,77.83,"59,99",04,03,121
100, 0403122,SMK MAARIF 1 NANGGULAN,20402835,S,115,67.17,44.19,33.57,75.52,"55,11",04,03,122
101, 0403123,SMK MAARIF 2 TEMON,20402831,S,69,65.36,44.75,33.99,69.44,"53,39",04,03,123
102, 0403124,SMK VETERAN WATES,20402819,S,8,66.75,42,27.81,76.36,"53,23",04,03,124
103, 0403125,SMK MUHAMMADIYAH 2 LENDAH,20402814,S,21,76.38,44.95,52.02,81.44,"63,70",04,03,125
104, 0403127,SMK MUHAMMADIYAH 3 WATES,20402838,S,144,73.47,47.82,36.41,73.35,"57,76",04,03,127
105, 0403129,SMK DARUL ULUM MUHAMMADIYAH GALUR,20409840,S,17,71.06,42.24,31.32,79.36,"56,00",04,03,129
106, 0403130,SMK MAARIF NURUL HAROMAIN SENTOLO,20409791,S,29,63.79,36.55,39.83,78.07,"54,56",04,03,130
107, 0403131,SMK NEGERI 1 TEMON,20402816,N,127,73.4,54.65,42.4,78.23,"62,17",04,03,131
108, 0403132,SMK NEGERI 1 NANGGULAN,20402787,N,251,76.66,61.77,55.72,81.85,"69,00",04,03,132
109, 0403135,SMK NEGERI 1 PANJATAN,20407363,N,191,83.16,63.59,65.05,82.19,"73,50",04,03,135
110, 0403136,SMK MAARIF 3 WATES,20407396,S,104,60.88,35.54,27.86,75.92,"50,05",04,03,136
111, 0403137,SMK MUHAMMADIYAH GALUR,20407421,S,8,77,60.25,41.56,73.49,"63,08",04,03,137
112, 0403138,SMK MAARIF 1 KALIBAWANG,20409816,S,38,71.74,43.47,40.13,73.25,"57,15",04,03,138
113, 0403139,SMK NEGERI 1 KOKAP,20409725,N,31,71.03,43.55,46.29,83.99,"61,22",04,03,139
114, 0403140,SMK MUHAMMADIYAH SENTOLO,20402839,S,12,62.33,43.67,28.33,69.48,"50,95",04,03,140
115, 0403141,SMK KESEHATAN CITRA SEMESTA INDONESIA,69865932,S,60,74.1,52.53,43.08,78.65,"62,09",04,03,141
116, 0403142,SMKN 1 GIRIMULYO,69775731,N,31,71.16,46.19,34.92,74.67,"56,74",04,03,142
117, 0404101,SMK NEGERI 2 DEPOK,20401315,N,464,87.96,81.01,90.7,84.79,"86,12",04,04,101
118, 0404102,SMK PIRI SLEMAN,20401197,S,110,68.04,50.73,32.34,72.6,"55,93",04,04,102
119, 0404103,SMK MUHAMMADIYAH MLATI,20401319,S,62,69.39,43.61,33.35,73.59,"54,99",04,04,103
120, 0404104,SMK YPPN SLEMAN,20401038,S,29,64.07,41.03,24.57,68.81,"49,62",04,04,104
121, 0404105,SMK KANISIUS 1 PAKEM,20401182,S,35,67.94,39.14,29.29,68.91,"51,32",04,04,105
122, 0404106,SMK MUHAMMADIYAH 2 TURI,20401310,S,14,57.29,40.43,25.54,74.49,"49,44",04,04,106
123, 0404107,SMK KARYA RINI SLEMAN,20401305,S,75,68.69,53.15,35.77,77.63,"58,81",04,04,107
124, 0404108,SMK PI AMBARUKMO 1 SLEMAN,20404137,S,40,69.45,44.5,31.81,74.25,"55,00",04,04,108
125, 0404109,SMK TRISULA I DEPOK,20401041,S,10,76.2,56.2,53,73.28,"64,67",04,04,109
126, 0404110,SMK NEGERI 1 TEMPEL,20401136,N,254,81.18,69.62,71.92,86.16,"77,22",04,04,110
127, 0404111,SMK YPKK 2 SLEMAN,20401307,S,174,76.89,52.47,37.76,79.73,"61,71",04,04,111
128, 0404112,SMK MUHAMMADIYAH 1 TEMPEL,20401142,S,115,76.28,48.9,43.65,81.07,"62,48",04,04,112
129, 0404113,SMK MUHAMMADIYAH 1 TURI,20401141,S,106,70.19,49.83,40.52,75.09,"58,91",04,04,113
130, 0404114,SMK NEGERI 1 SEYEGAN,20401316,N,356,73.82,56.79,45.47,76.48,"63,14",04,04,114
131, 0404115,SMK MUHAMMADIYAH 1 SLEMAN,20401198,S,135,63.39,43.6,31.24,74.08,"53,08",04,04,115
132, 0404116,SMK MUHAMMADIYAH PAKEM,20401318,S,198,68,45.92,30.82,73.85,"54,65",04,04,116
133, 0404117,SMK PEMBAHARUAN INDONESIA SLEMAN,20401312,S,10,62.2,39.4,23,68.07,"48,17",04,04,117
134, 0404118,SMK MUHAMMADIYAH 2 TEMPEL,20401174,S,68,66.79,42.65,27.28,74.18,"52,73",04,04,118
135, 0404119,SMK MUHAMMADIYAH 2 SLEMAN,20401175,S,146,73.16,45.71,34.43,77.22,"57,63",04,04,119
136, 0404120,SMK MAARIF 2 SLEMAN,20401304,S,132,73.5,48.74,42.41,73.96,"59,65",04,04,120
137, 0404121,SMK NEGERI 1 GODEAN,20401137,N,282,79.82,71.5,73.62,84.55,"77,37",04,04,121
138, 0404122,SMK MUHAMMADIYAH 2 MOYUDAN,20401140,S,70,67.6,45.49,38.21,79.53,"57,71",04,04,122
139, 0404123,SMK YPKK 1 SLEMAN,20401321,S,89,68.4,46.54,34.21,69.8,"54,74",04,04,123
140, 0404124,SMK 17 SEYEGAN,20401134,S,47,71.62,44.04,31.01,76.28,"55,74",04,04,124
141, 0404125,SMK MAARIF 1 SLEMAN,20401143,S,32,68.5,49.88,27.58,69.3,"53,82",04,04,125
142, 0404127,SMK MUHAMMADIYAH 1 MOYUDAN,20401176,S,259,64.1,42.42,30.17,77.26,"53,49",04,04,127
143, 0404129,SMK PUTRA SAMODERA YOGYAKARTA,20401043,S,108,74.48,51.81,40.14,74.25,"60,17",04,04,129
144, 0404130,SMK NEGERI 2 GODEAN,20401303,N,190,76.55,58.49,64.62,81.77,"70,36",04,04,130
145, 0404131,SMK NEGERI 1 DEPOK,20401193,N,277,80.54,68.74,72.67,85.03,"76,75",04,04,131
146, 0404132,SMK SANJAYA PAKEM,20401135,S,57,76.21,51.3,36.14,79.5,"60,79",04,04,132
147, 0404133,SMK HAMONG PUTERA I PAKEM,20401144,S,24,72.33,50.5,29.06,77.56,"57,36",04,04,133
148, 0404134,SMK YPKK 3 SLEMAN,20401306,S,38,73.05,49.11,42.76,78.28,"60,80",04,04,134
149, 0404135,SMK MUHAMMADIYAH CANGKRINGAN,20401138,S,180,69.39,41.97,31.69,76.92,"54,99",04,04,135
150, 0404136,SMK HAMONG PUTERA II PAKEM,20401302,S,29,67.17,40.76,30.95,74.37,"53,31",04,04,136
151, 0404137,SMK PENERBANGAN AAG ADISUTJIPTO,20401311,S,279,73.14,58.02,47.25,78.69,"64,28",04,04,137
152, 0404138,SMK NEGERI 1 KALASAN,20401192,N,298,73.05,57.28,59.5,83.39,"68,31",04,04,138
153, 0404139,SMK YAPEMDA 1 SLEMAN,20401171,S,113,73.24,52.34,42.59,78.62,"61,70",04,04,139
154, 0404141,SMK MUHAMMADIYAH BERBAH,20401139,S,36,74.39,48.72,38.61,77.68,"59,85",04,04,141
155, 0404142,SMK NASIONAL BERBAH,20401314,S,202,65.64,46.61,31.73,73.62,"54,40",04,04,142
156, 0404143,SMK MUHAMMADIYAH PRAMBANAN,20401317,S,337,64.69,45.16,30.85,73.96,"53,67",04,04,143
157, 0404144,SMK MUDA PATRIA SLEMAN,20401178,S,50,65.52,42.48,29.8,73.78,"52,90",04,04,144
158, 0404145,SMK MUHAMMADIYAH 1 KALASAN,20401177,S,41,74.34,49.95,36.89,71.52,"58,18",04,04,145
159, 0404146,SMK SOSIAL ISLAM 1 PRAMBANAN,20401042,S,33,72.67,47.03,46.52,77.7,"60,98",04,04,146
160, 0404149,SMK NEGERI 1 CANGKRINGAN,20401194,N,183,71.53,51.7,41.73,73.57,"59,63",04,04,149
161, 0404150,SMK DIPONEGORO DEPOK,20404136,S,98,71.65,45.65,37.55,72.68,"56,88",04,04,150
162, 0404151,SMK SULAIMAN,20404138,S,41,59.71,35.8,23.96,68.24,"46,93",04,04,151
163, 0404152,SMK ISLAM MOYUDAN,20404139,S,27,71.19,47.63,44.72,74.68,"59,56",04,04,152
164, 0404154,SMK BINA HARAPAN,20407398,S,41,62.59,47.61,28.6,70.93,"52,43",04,04,154
165, 0404156,SMK MUHAMMADIYAH GAMPING,20407390,S,55,60.87,36.4,25.86,72.35,"48,87",04,04,156
166, 0404157,SMK MUHAMMADIYAH SEYEGAN,20409729,S,7,66,50.86,29.29,67.26,"53,35",04,04,157
167, 0404158,SMK INSAN CENDEKIA,20409839,S,21,76.95,53.52,43.69,81.79,"63,99",04,04,158
168, 0404159,SMK MUHAMMADIYAH MINGGIR,20409728,S,25,72.88,49.6,39.6,76.93,"59,75",04,04,159
169, 0404160,SMK BUDI MULIA DUA,69772536,S,22,73.64,74.36,44.09,75.83,"66,98",04,04,160
170, 0404161,SMK KESEHATAN SADEWA,69772535,S,81,81.38,58.72,56.76,79.52,"69,10",04,04,161
171, 0404162,SMKS DIRGANTARA PUTRA BANGSA,69772539,S,33,64,56.67,46.21,75.82,"60,68",04,04,162
172, 0404163,SMKS KESEHATAN BINATAMA,69772537,S,63,77.14,53.84,41.07,76.82,"62,22",04,04,163
173, 0404164,SMKS TAMAN KARYA MADYA,69772538,S,15,73.07,48,35.33,71.93,"57,08",04,04,164
174, 0404900,SMK NEGERI 2 DEPOK,20401315,N,463,82.62,82.98,82.35,0,"61,99",04,04,900
175, 0405101,SMK NEGERI 1 WONOSARI,20402128,N,404,82.03,69.02,73.65,85.32,"77,51",04,05,101
176, 0405102,SMK MUHAMMADIYAH KARANGMOJO,20402131,S,179,74.11,51.65,47.79,78.78,"63,08",04,05,102
177, 0405103,SMK MUHAMMADIYAH SEMIN,20402130,S,222,74.49,53.93,48.73,77.19,"63,59",04,05,103
178, 0405104,SMK SANJAYA GUNUNGKIDUL,20402114,S,110,72.18,50.69,42.91,72.25,"59,51",04,05,104
179, 0405105,SMK TERUNA JAYA 1 GUNUNGKIDUL,20402113,S,93,69.25,47.76,42.02,77.39,"59,11",04,05,105
180, 0405106,SMK MUHAMMADIYAH WONOSARI,20402133,S,226,75.61,55.05,51.83,77.67,"65,04",04,05,106
181, 0405108,SMK MUHAMMADIYAH 2 PLAYEN,20402132,S,101,70.3,49.21,36.06,76.78,"58,09",04,05,108
182, 0405109,SMK MUHAMMADIYAH TEPUS,20402129,S,49,76.41,48,50.61,74.56,"62,40",04,05,109
183, 0405110,SMK MAARIF WONOSARI,20402135,S,142,66.52,42.93,33.93,67.26,"52,66",04,05,110
184, 0405111,SMK MUHAMMADIYAH 1 PATUK,20402134,S,83,68.29,47.93,37.65,77.04,"57,73",04,05,111
185, 0405112,SMK BHINA KARYA I RONGKOP,20402096,S,43,72.51,51.91,37.21,80.95,"60,65",04,05,112
186, 0405113,SMK NEGERI 2 WONOSARI,20402089,N,436,79.21,64.83,62.68,80.52,"71,81",04,05,113
187, 0405114,SMK NEGERI 3 WONOSARI,20402099,N,308,76.19,56.27,51.29,80.55,"66,08",04,05,114
188, 0405115,SMK MUHAMMADIYAH 1 PLAYEN,20402093,S,316,71.24,48.99,42.44,76.61,"59,82",04,05,115
189, 0405116,SMK 45 WONOSARI,20402098,S,83,64.8,43.33,29.64,70.06,"51,96",04,05,116
190, 0405117,SMK YAPPI WONOSARI,20402110,S,235,68.9,48,34.73,70.17,"55,45",04,05,117
191, 0405118,SMK MUHAMMADIYAH 1 PONJONG,20402105,S,25,75.52,46.72,36.6,75.08,"58,48",04,05,118
192, 0405119,SMK TAMANSISWA PLAYEN,20408584,S,11,54.18,34.18,22.05,62.95,"43,34",04,05,119
193, 0405120,SMK PEMBANGUNAN KARANGMOJO,20402100,S,154,68.94,45.29,35.58,76.12,"56,48",04,05,120
194, 0405122,SMK MARDHOTULLAH PLAYEN,20402101,S,34,77.18,53.65,56.62,77.54,"66,25",04,05,122
195, 0405123,SMK NEGERI SAPTOSARI,20402090,N,245,75.99,60.56,61.31,76.07,"68,48",04,05,123
196, 0405124,SMK NEGERI 1 GEDANGSARI,20402092,N,153,74.63,55.02,63.42,77.93,"67,75",04,05,124
197, 0405125,SMK MAARIF SEMANU,20402136,S,58,73.9,44.48,38.28,73.07,"57,43",04,05,125
198, 0405126,SMK NEGERI 2 GEDANGSARI,20407382,N,140,75.77,54.64,52.54,80.41,"65,84",04,05,126
199, 0405127,SMK NEGERI 1 GIRISUBO,20402091,N,123,72.18,49.56,44.92,74.74,"60,35",04,05,127
200, 0405128,SMK TAMAN KARYA MADYA TEKNIK SONGBANYU,20407360,S,30,72.6,47.2,39.83,69.98,"57,40",04,05,128
201, 0405129,SMK NEGERI 1 PURWOSARI,20402103,N,105,70.86,51.18,46.19,78.27,"61,63",04,05,129
202, 0405130,SMK NEGERI 1 TANJUNGSARI,20407362,N,54,64.04,42.7,33.94,75.94,"54,16",04,05,130
203, 0405133,SMK NEGERI 1 NGAWEN,20407368,N,297,75.64,62.71,57.6,74.2,"67,54",04,05,133
204, 0405134,SMK AL-HIKMAH KARANGMOJO,20402109,S,22,73.09,50.27,43.3,81.45,"62,03",04,05,134
205, 0405135,SMK MUHAMMADIYAH 2 PONJONG,20407419,S,50,70.08,47.56,32.25,73.91,"55,95",04,05,135
206, 0405138,SMK AL-HIKMAH GUBUGRUBUH,20402097,S,23,69.57,45.39,36.85,74.64,"56,61",04,05,138
207, 0405139,SMK MUHAMMADIYAH NGAWEN,20407359,S,101,70.18,43.09,28.39,72.23,"53,47",04,05,139
208, 0405140,SMK NEGERI TEPUS,20407412,N,118,69.95,46.1,37.48,76.19,"57,43",04,05,140
209, 0405141,SMK MAARIF PONJONG,20407399,S,54,70.44,45.67,34.12,72.77,"55,75",04,05,141
210, 0405142,SMK GOTONG ROYONG SEMIN,20408201,S,12,68,37.67,21.46,74.03,"50,29",04,05,142
211, 0405143,SMK NEGERI 1 NGLIPAR,20402122,N,208,73.3,53.94,47.84,77.32,"63,10",04,05,143
212, 0405144,SMK DARUL QURAN WONOSARI,20402095,S,23,71.04,58.43,42.72,74.32,"61,63",04,05,144
213, 0405145,SMK DOMINIKUS WONOSARI,20407435,S,12,70.33,49.67,37.92,73.23,"57,79",04,05,145
214, 0405146,SMK MUHAMMADIYAH RONGKOP,20407434,S,47,62.43,41.49,29.63,71.74,"51,32",04,05,146
215, 0405147,SMK NEGERI 1 PONJONG,20407433,N,150,74.36,54.07,45.25,75.04,"62,18",04,05,147
216, 0405148,SMK MAARIF PLAYEN,20409907,S,10,66.6,36.8,24.5,69.35,"49,31",04,05,148
217, 0405149,SMK MAARIF NGAWEN,20409842,S,6,56.67,38.67,17.92,65.17,"44,61",04,05,149
1, 0501101,SMK NEGERI 1 SURABAYA,20532205,N,967,71.73,62.81,44,77.99,"64,13",05,01,101
2, 0501102,SMK GEMA 45 SURABAYA,20532190,S,76,62.29,50.13,38.26,72.37,"55,76",05,01,102
3, 0501103,SMK WIJAYA SURABAYA,20532702,S,69,62.75,42.64,27.86,70.88,"51,03",05,01,103
4, 0501104,SMK GANESYA 2 SURABAYA,20532188,S,17,54.12,42.47,41.47,74.89,"53,24",05,01,104
5, 0501105,SMK KARTIKA 1 SURABAYA,20532174,S,177,65.37,58.15,37.34,71.47,"58,08",05,01,105
6, 0501106,SMK PERDANA 1 SURABAYA,20532214,S,58,68.17,53.59,46.85,79.54,"62,04",05,01,106
7, 0501108,SMK PGRI 7 SURABAYA,20532689,S,29,69.93,51.45,44.22,79.44,"61,26",05,01,108
8, 0501109,SMK WONOKROMO SURABAYA,20532695,S,48,67.63,50.46,38.8,73.16,"57,51",05,01,109
9, 0501110,SMK WIJAYA PUTRA SURABAYA,20532704,S,93,70.41,60.99,38.68,78.22,"62,08",05,01,110
10, 0501111,SMK KARTINI SURABAYA,20532176,S,33,62.36,42.06,30.23,70.25,"51,23",05,01,111
11, 0501112,SMK NEGERI 2 SURABAYA,20532203,N,769,67.64,58.96,36.7,71.67,"58,74",05,01,112
12, 0501113,SMK DHARMA BAHARI SURABAYA,20541319,S,402,60.16,45.72,27.33,69.45,"50,67",05,01,113
13, 0501115,SMK KARTIKA 2 SURABAYA,20532175,S,159,61.47,44.7,26.48,70.09,"50,69",05,01,115
14, 0501116,SMK BHAKTI SAMUDERA SURABAYA,20552202,S,115,61.5,46.8,29.15,74.82,"53,07",05,01,116
15, 0501117,SMK WIRA MARITIM SURABAYA,20532694,S,25,69.36,51.36,40.1,73.45,"58,57",05,01,117
16, 0501118,SMK INDO BARUNA SURABAYA,20532192,S,70,56.49,39.43,25.07,75.35,"49,09",05,01,118
