No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah
1473, 0537577,MA NURUL HUDA,20580535,S,21,74.76,68.64,78.69,82.07,80.48,66.13,-,05,37,577
1474, 0537579,MA ZAINUL HASAN,20584743,S,23,71.9,58.69,48.91,51.83,41.85,35.02,-,05,37,579
1475, 0537604,MA AINUL FALAH,20584665,S,19,73.63,76.18,78.95,80.83,79.47,63.76,-,05,37,604
1476, 0537624,MA. AL - GHAZALI,60728166,S,32,86.73,80.6,88.13,87.98,77.97,66.25,-,05,37,624
1477, 0538002,SMA ISLAM NURUL AMANAH,20531226,S,23,68.13,43.91,59.02,66.45,32.83,65.71,-,05,38,002
1478, 0538003,SMA NEGERI 1 BLEGA,20531145,N,84,67.13,73.08,77.29,77.72,62.05,78.59,-,05,38,003
1479, 0538004,SMA AL-KHATIBIYAH,20531156,S,68,75.58,62.67,60.18,61.37,54.67,67.89,-,05,38,004
1480, 0538005,SMA NEGERI 2 BANGKALAN,20531228,N,209,79.86,79.75,84.71,86.2,80.39,81.48,-,05,38,005
1481, 0538007,SMA NEGERI 3 BANGKALAN,20531227,N,153,76.95,75.13,82.06,82.5,76.9,78.92,-,05,38,007
1482, 0538008,SMA MAARIF BANGKALAN,20531152,S,111,62.59,50.59,22.23,41.81,30.45,27.32,-,05,38,008
1483, 0538009,SMA PGRI 2 BANGKALAN,20531151,S,34,72.32,71.84,74.34,74.17,57.35,65.32,-,05,38,009
1484, 0538010,SMA NEGERI 1 KAMAL,20531130,N,183,71.73,76.36,81.63,81.1,68.37,79.22,-,05,38,010
1485, 0538011,SMA YASI LABANG,20531148,S,41,65.1,73.9,67.2,76.07,56.4,73.36,-,05,38,011
1486, 0538012,SMA NEGERI 1 KWANYAR,20531186,N,73,73.05,72.7,78.01,80.34,58.53,80.46,-,05,38,012
1487, 0538013,SMA NEGERI 1 AROSBAYA,20531147,N,194,67.72,67.69,82.9,82.28,60.84,76.78,-,05,38,013
1488, 0538015,SMA NEGERI 1 TANJUNGBUMI,20531253,N,107,67.09,66.5,69.42,82.2,60.86,65.98,-,05,38,015
1489, 0538017,SMA NEGERI 1 BANGKALAN,20531146,N,160,85.39,84.65,85.59,88.45,82.89,86.38,-,05,38,017
1490, 0538019,SMA AL-HIKAM,20531144,S,72,65.81,70.31,73.26,73.29,73.3,67.3,-,05,38,019
1491, 0538020,SMA AT-THOLHAWIYAH,20531155,S,48,71.08,59.08,58.13,59.24,56.25,64.67,-,05,38,020
1492, 0538023,SMA DARUL MUSTOFA,20549614,S,20,67.81,76.49,84.88,84.92,46.88,82.62,-,05,38,023
1493, 0538024,SMA AL BAKRIYAH,20549767,S,20,67.63,63.66,65.63,66.87,60.63,68.05,-,05,38,024
1494, 0538025,SMA YKHS - SEPULU,20549683,S,25,70.33,62.48,59.9,54.4,59,65.95,-,05,38,025
1495, 0538026,SMA IBNU SHOLEH,20551903,S,14,57.08,63.64,64.64,63.29,47.14,56.27,-,05,38,026
1496, 0538030,SMA DARUL KHOLIL,20551981,S,15,65.09,77.69,85.5,78.18,59.33,81.51,-,05,38,030
1497, 0538032,SMA DARUS ZUBAD,20573098,S,13,52.28,46.38,70.19,63.22,50.58,57.3,-,05,38,032
1498, 0538033,SMAN 04 BANGKALAN,20560315,N,132,73.13,69.74,80.32,80.57,79.62,70.3,-,05,38,033
1499, 0538047,SMAS AL ANWARI,69760884,S,14,71.64,62.8,56.43,61.21,57.14,47.99,-,05,38,047
1500, 0538501,MA NEGERI BANGKALAN,20531541,N,170,78.77,76.58,79.76,81.93,74.31,79.35,-,05,38,501
1501, 0538507,MA AN-NAMIROH,20531519,S,36,71.09,64.72,62.64,70.57,65.56,73.36,-,05,38,507
1502, 0538512,MA AT-TAHRIRIYAH,20531517,S,29,68.3,79.5,67.67,77.88,62.93,70.99,-,05,38,512
1503, 0538513,MA NURUL IMAN,20531537,S,35,69.45,54.77,64,63.23,61.71,64.85,-,05,38,513
1504, 0538521,MA MANBAUL HIKAM,20531539,S,18,66.78,68.43,68.75,66.66,63.75,73.26,-,05,38,521
1505, 0538522,MA SUNAN CENDANA,20531531,S,22,71.4,72.94,70.45,75.55,63.75,78.92,-,05,38,522
1506, 0538523,MA RAUDLATUL ULUM KLAMPIS,20531534,S,30,73.89,60.58,69,66.17,59.92,66.78,-,05,38,523
1507, 0538525,MA MIFTAHUL ULUM AL-ISLAMY,20549681,S,17,73.23,70.75,69.12,68.37,63.53,73.75,-,05,38,525
1508, 0538528,MA NURUL ULUM,20579381,S,18,67.33,72.23,63.61,73.33,64.72,68.03,-,05,38,528
1509, 0538530,MA AL HIDAYAH,20411903,S,20,74.73,70.72,58.5,74.33,56.13,75.61,-,05,38,530
1510, 0538543,MA DARUT TAUHID,20579365,S,22,64.27,66.75,65.23,65.17,52.61,69.85,-,05,38,543
1, 0601001,SMA NEGERI 1 BANDA ACEH,10105389,N,127,80.93,81.22,83.69,89.7,74.41,81.27,-,06,01,001
2, 0601002,SMA NEGERI 6 BANDA ACEH,10105397,N,92,86.7,73.67,90.65,90.86,75.9,88.47,-,06,01,002
3, 0601003,SMA NEGERI 7 BANDA ACEH,10105396,N,145,85.13,74.21,82.78,91.02,90.67,79.56,-,06,01,003
4, 0601004,SMA NEGERI 9  BANDA ACEH,10107197,N,93,84.67,78.01,48.36,80.73,81.72,70.25,-,06,01,004
5, 0601005,SMA NEGERI 10 FAJAR HARAPAN,10107194,N,85,88.27,80.76,89.04,88.97,86.09,87.6,-,06,01,005
6, 0601006,SMA AL MISBAH BANDA ACEH,10105404,S,12,38.26,78.28,46.09,79.68,74.38,64.48,-,06,01,006
7, 0601007,SMA FATIH BILINGUAL SCHOOL,10107309,S,37,83.82,78.08,81.28,89.68,82.3,78.05,-,06,01,007
8, 0601008,SMA KATOLIK BANDA ACEH,10105394,S,6,76.82,77.23,50.68,71.38,82.08,69.75,-,06,01,008
9, 0601009,SMA MUHAMMADIYAH 1 BANDA ACEH,10105407,S,14,86.31,79.1,48.46,79.79,83.39,69.31,-,06,01,009
10, 0601010,SMA TEUKU NYAK ARIEF BANDA ACEH,10105406,S,18,77.16,78.81,86.28,81.89,80.83,87.01,-,06,01,010
11, 0601011,SMA NEGERI 13 BANDA ACEH,10106291,N,29,66.1,76.06,46.72,72.56,68.02,72.03,-,06,01,011
12, 0601012,MA NEGERI 2 BANDA ACEH,10113769,N,52,80.9,75.75,70.88,78.28,75.24,65.58,-,06,01,012
13, 0601013,MA SWASTA BABUN NAJAH BANDA ACEH,10113773,S,50,68.83,70.52,71.81,69.22,59.1,71.55,-,06,01,013
14, 0601014,MA SWASTA DARUSSYARIAH BANDA ACEH,10113770,S,19,70.69,73.75,77.94,79.78,70.53,77.79,-,06,01,014
15, 0601015,SMA NEGERI 2 BANDA ACEH,10105399,N,149,85.68,81.16,61.59,82.84,81.88,76.19,-,06,01,015
16, 0601016,SMA NEGERI 3 BANDA ACEH,10105388,N,209,87.9,77.82,86.12,90.73,88.74,85.14,-,06,01,016
17, 0601017,SMA NEGERI 11 BANDA ACEH,10107195,N,100,84.93,76.95,84.26,88.65,76.85,86.08,-,06,01,017
18, 0601018,SMA NEGERI 15 ADIDARMA BANDA ACEH,10105386,N,21,80.93,77.71,76.72,84.79,69.05,78.5,-,06,01,018
19, 0601019,SMA METHODIST BANDA ACEH,10105395,S,16,83.54,70.83,51.38,64.4,68.75,57.19,-,06,01,019
20, 0601020,SMA SAFIATUDDIN BANDA ACEH,10105405,S,13,82.28,77.77,69.13,79.83,79.42,84.71,-,06,01,020
21, 0601022,MAN BANDA ACEH 1,10113769,N,143,84.75,73.6,48.65,75.63,77.31,66.73,-,06,01,022
22, 0601023,MA SWASTA DARUL ULUM BANDA ACEH,10106286,S,58,84.53,74.5,45.49,77.28,77.2,66.16,-,06,01,023
23, 0601024,MA SWASTA ULUMUL QURAN BANDA ACEH,10113771,S,32,80.49,73.69,54.83,75.28,81.56,68.03,-,06,01,024
24, 0601025,SMA NEGERI 4 BANDA ACEH,10105387,N,185,86.73,79.68,79.21,91.33,82.86,83.18,-,06,01,025
25, 0601026,SMA NEGERI 5 BANDA ACEH,10105398,N,124,79.32,79.66,58.18,77.76,85.95,64.97,-,06,01,026
26, 0601027,SMA NEGERI 8 BANDA ACEH,10105340,N,147,79.72,76.51,49.6,79.05,80.15,66.85,-,06,01,027
27, 0601028,SMA NEGERI 12 BANDA ACEH,10107196,N,94,65.08,77.78,61.5,82.09,78.91,68.76,-,06,01,028
28, 0601029,SMA CUT MEUTIA BANDA ACEH,10105385,S,14,79.3,68.09,73.78,77.49,71.61,73.62,-,06,01,029
29, 0601030,SMA GRANADA PGRI BANDA ACEH,10105384,S,13,62.54,81.08,76.33,67.61,73.27,67.9,-,06,01,030
30, 0601031,SMA KARTIKA XIV-1 BANDA ACEH,10105381,S,21,61.63,77.99,73.34,79.96,75.71,70.44,-,06,01,031
31, 0601032,SMA INSHAFUDDIN BANDA ACEH,10105342,S,60,80.26,77.48,63.76,79.49,81,67.69,-,06,01,032
32, 0601034,MA NEGERI RUKOH BANDA ACEH,10113769,N,92,83.75,81.05,61.17,75.99,85.87,69.19,-,06,01,034
33, 0601036,SMA LABORATORIUM UNIVERSITAS SYIAH KUALA,10107310,S,92,86.42,77.11,74.96,87.18,87.64,83.82,-,06,01,036
34, 0601037,SMA TEUKU NYAK ARIF FATIH BILINGUAL SCHOOL,10111885,S,36,83.66,78.46,61.41,64.56,63.96,70.47,-,06,01,037
35, 0601039,SMA NEGERI 14 ISKANDAR MUDA,10113048,N,23,81.36,64.7,46.51,90.13,77.17,67.01,-,06,01,039
36, 0601040,SMA NEGERI 16 BANDA ACEH,10113599,N,41,69.04,75.28,69.19,70.77,65.61,68.26,-,06,01,040
37, 0601041,MA SWASTA AL-ISHLAH AL-AZIZIYAH,10113600,S,14,56.81,68.46,40.67,74.59,25.89,52.44,-,06,01,041
38, 0602001,SMA NEGERI 1 SABANG,10105273,N,77,81.3,79.82,48.91,78.63,81.07,68.04,-,06,02,001
39, 0602002,SMA NEGERI 2 SABANG,10105272,N,73,72.86,80.26,47.81,79.43,77.6,67.76,-,06,02,002
40, 0602003,MAN SABANG,10113789,N,22,69.8,55.3,36.02,59.53,60.91,56.62,-,06,02,003
41, 0602004,SMA ISLAM AL-MUJADDID,10110706,S,14,69.09,45.21,29.59,29.23,34.29,33.8,-,06,02,004
42, 0603001,SMA NEGERI 1 LHOKSEUMAWE,10105619,N,268,81.83,71.2,71.75,72.11,77.47,67.96,-,06,03,001
43, 0603002,SMA NEGERI 2 LHOKSEUMAWE,10105620,N,228,70,68.9,64.03,66.9,73.86,68.06,-,06,03,002
44, 0603003,SMA NEGERI 3 LHOKSEUMAWE,10105621,N,46,60.72,65.16,55.41,62.83,61.41,71.17,-,06,03,003
45, 0603004,SMA NEGERI 4 LHOKSEUMAWE,10105622,N,42,56.45,59.43,50.75,57.46,46.07,62.9,-,06,03,004
46, 0603005,SMA NEGERI 6 LHOKSEUMAWE,10105624,N,112,66.42,60.35,62.23,55.75,67.61,69.04,-,06,03,005
47, 0603006,SMA MUHAMMADIYAH 3 LHOKSEUMAWE,10105588,S,9,62.02,47.41,30.8,31.78,38.06,51.73,-,06,03,006
48, 0603007,SMA NEGERI MODAL BANGSA ARUN,10105604,N,95,80.73,77.45,81.56,85.11,77.18,81.04,-,06,03,007
49, 0603008,MA NEGERI LHOKSEUMAWE,10113781,N,129,80.36,73.49,72.76,65.56,80.16,73.54,-,06,03,008
50, 0603009,MAS IHYAAUSSUNNAH,10113782,S,10,77.15,70.98,67.67,69.58,74.5,68.47,-,06,03,009
51, 0603010,MA SWASTA MISBAHUL ULUM PALOH,10113786,S,155,49.44,72.8,42.38,62.62,70.45,67,-,06,03,010
52, 0603011,MA SWASTA ULUMUDDIN,10113784,S,129,64.71,66.08,73.72,71.65,63.31,72.72,-,06,03,011
53, 0603013,SMA NEGERI 5 LHOKSEUMAWE,10105623,N,149,57.31,59.68,51.76,61.06,59.51,61.92,-,06,03,013
54, 0603015,SMAS SUKMA BANGSA,10107919,S,31,73.42,64.9,49.72,55.26,53.63,57.92,-,06,03,015
55, 0603016,MA SWASTA DARUL ULUM,10113785,S,64,63.91,67.97,48.39,62.01,73.98,70.74,-,06,03,016
56, 0603017,SMA NEGERI 7 LHOKSEUMAWE,10111836,N,44,70.43,68.49,57.04,64.22,78.98,66.79,-,06,03,017
57, 0603018,MA SWASTA YAPENA,10113788,S,59,81.73,80.32,73.32,70.87,68.73,76.1,-,06,03,018
58, 0604001,SMA NEGERI 1 LANGSA,10105735,N,356,84.76,71.6,71.16,67.94,81.12,72.42,-,06,04,001
59, 0604002,SMA NEGERI 2 LANGSA,10105736,N,116,81.26,69.15,69.62,65.54,81.79,72.35,-,06,04,002
60, 0604003,SMA NEGERI 3 LANGSA,10105737,N,348,81.04,69.53,70.4,62.31,81.75,72.67,-,06,04,003
61, 0604004,SMA NEGERI 4 LANGSA,10105752,N,118,80.91,68.22,68.68,61.08,81.76,73.42,-,06,04,004
62, 0604005,SMA SWASTA JAYA LANGSA,10105732,S,19,85.53,66.94,68.91,59.87,83.68,70.13,-,06,04,005
63, 0604006,SMA SWASTA CUT NYAK DHIEN LANGSA,10105731,S,56,56.46,65.81,62.88,57.22,53.84,68.61,-,06,04,006
64, 0604007,SMA MUHAMMADIYAH LANGSA,10105733,S,22,36.15,66.97,65.53,60.73,44.89,73.03,-,06,04,007
65, 0604008,MA NEGERI LANGSA,10113778,N,58,73.29,65.11,69.56,61.14,79.27,70.8,-,06,04,008
66, 0604009,MA NEGERI KP. TEUNGOH LANGSA,10113774,N,117,74.41,70.4,70.39,70.51,82.22,73.35,-,06,04,009
67, 0604010,MAS ULUMUL QURAN LANGSA,10113779,S,101,85.57,72.15,70.63,64.11,84.03,73.58,-,06,04,010
68, 0604011,MA SWASTA DARUL HUDA LANGSA,10113775,S,19,72.91,76.65,71.48,74.89,78.29,74.35,-,06,04,011
69, 0604012,MAS BUSTANUL FAKRI,10113777,S,18,85.07,68.43,67.94,58.76,82.22,72.49,-,06,04,012
70, 0604013,MAS GAMPONG TEUNGOH,10113776,S,22,62.35,65.86,67.86,59.88,78.18,72.21,-,06,04,013
71, 0604014,SMA NEGERI 5 LANGSA,10107501,N,105,67.64,66.55,61.36,61.32,76.9,71.01,-,06,04,014
72, 0604016,MAS RAUDATUN NAJAH,10113780,S,24,70.2,73.3,71.5,66.32,79.79,72.79,-,06,04,016
73, 0605001,SMA NEGERI 1 SIMPANG KIRI,10104040,N,127,81.38,74.84,85.86,83.49,66.12,59.41,-,06,05,001
74, 0605002,SMA NEGERI 1 RUNDENG,10104059,N,113,81.33,74.57,84.29,81.56,57.83,60.46,-,06,05,002
75, 0605003,SMA NEGERI 1 SULTAN DAULAT,10104044,N,39,80.19,75.27,84.6,71.88,65.32,59.92,-,06,05,003
76, 0605004,MA NEGERI SUBULUSSALAM,10113790,N,23,60.55,31.57,23.01,22.57,28.04,30.04,-,06,05,004
77, 0605006,MA NEGERI SIMPANG KIRI,10113795,N,33,83.48,73.93,81.21,65.95,66.29,60.81,-,06,05,006
78, 0605008,SMA NEGERI UNGGUL SUBULUSSALAM,10107804,N,48,76.22,74.39,68.23,92.85,70.52,69.36,-,06,05,008
79, 0605009,SMA NEGERI LONGKIB,10111320,N,21,78.3,70.53,84.14,65.55,64.4,59.71,-,06,05,009
80, 0605010,SMAS PLUS MUHAMMADIYAH,10111326,S,98,65.93,73.52,74.25,92.36,59.52,63.63,-,06,05,010
81, 0605011,SMA SWASTA JANNATUL FIRDAUS,10111321,S,32,80.78,75.01,86.15,79.11,60.47,58.53,-,06,05,011
82, 0605013,MA SWASTA AD-DARAJAT,10113793,S,11,49.57,71.41,24.7,69.22,26.59,23.11,-,06,05,013
83, 0605015,SMA HIDAYATULLAH,10104041,S,8,82.86,74.9,87.96,71.26,64.69,61.89,-,06,05,015
84, 0606001,SMA NEGERI 1 KOTA JANTHO,10100194,N,34,72.45,75.68,65.51,73.34,70.81,66.44,-,06,06,001
85, 0606002,SMA NEGERI 1 SEULIMEUM,10100188,N,47,59.79,69.73,67.75,77.8,58.51,70.79,-,06,06,002
86, 0606003,SMA NEGERI 1  INDRAPURI,10100196,N,72,79.93,82.41,81.28,78.75,90.42,67.81,-,06,06,003
87, 0606004,SMA NEGERI 1 SUKAMAKMUR,10100187,N,67,70.63,71.96,54.61,77.07,63.66,66.72,-,06,06,004
88, 0606005,SMA NEGERI I MONTASIK,10100180,N,89,82.01,76.04,46.52,77.85,89.69,68.15,-,06,06,005
89, 0606006,MA NEGERI INDRAPURI,10114248,N,59,60.92,79.21,62.59,73.66,67.08,73.25,-,06,06,006
90, 0606007,MA SWASTA TGK. CHIEK OEMAR DIYAN,10114249,S,57,83.59,81.31,79.98,90.31,77.28,83.88,-,06,06,007
91, 0606008,MA NEGERI SIBREH,10114255,N,60,60.47,80.38,67.37,75.62,72.5,84.09,-,06,06,008
92, 0606009,MA NEGERI MONTASIK,10114259,N,34,56.32,69.2,43.43,78.13,78.75,68.52,-,06,06,009
93, 0606010,SMA NEGERI 1 INGIN JAYA,10100195,N,133,75.88,75.7,48.49,76.51,88.4,62.56,-,06,06,010
94, 0606011,SMA ISLAM AL-FALAH,10107494,S,50,68.87,70.24,74.42,63.75,51.55,71.71,-,06,06,011
95, 0606012,SMA NEGERI 1 KRUENG BARONA JAYA,10100186,N,62,77.66,84.3,75.05,80.1,80.44,74.67,-,06,06,012
96, 0606013,SMA NEGERI 1 KUTA BARO,10100181,N,15,76.99,77.73,70.67,83.61,66.67,67.33,-,06,06,013
97, 0606014,SMA NEGERI MODAL BANGSA,10100170,N,138,84.99,78.71,76.7,78.25,82.19,75.05,-,06,06,014
98, 0606015,SMA NEGERI 1 BAITUSSALAM,10100197,N,63,56.83,50.42,67.64,72.57,65.28,71.12,-,06,06,015
99, 0606016,SMA NEGERI 1 MESJID RAYA,10100190,N,53,45.2,73.78,27.7,59.34,51.18,63.51,-,06,06,016
100, 0606017,SMA ABULYATAMA,10107491,S,57,61.57,77.81,43.49,72.55,64.91,61.19,-,06,06,017
101, 0606018,MA NEGERI DARUSSALAM,10114245,N,76,82.09,84.35,49.26,78.25,86.55,69.08,-,06,06,018
102, 0606019,MA NEGERI KUTA BARO,10114253,N,36,76.53,86.16,74.44,72.66,78.26,76.09,-,06,06,019
103, 0606020,SMA N 1 DARUL IMARAH,10100185,N,131,72.01,75.11,59.7,79.38,75.42,73.07,-,06,06,020
104, 0606022,SMA NEGERI 1 PEUKAN BADA,10100189,N,101,82.95,84.97,82.44,78.72,75.15,80.57,-,06,06,022
105, 0606023,SMA N 1 LHOKNGA,10100192,N,42,75.58,73.76,78.48,90.32,89.88,76.99,-,06,06,023
106, 0606024,SMA NEGERI 2 LHOKNGA,10100183,N,9,54.59,61.04,33.51,71.03,60.83,57.07,-,06,06,024
107, 0606025,SMA NEGERI 1 LEUPUNG,10100177,N,17,48.58,67.94,80.99,88.29,87.94,76.4,-,06,06,025
108, 0606026,SMA NEGERI 1 LHOONG,10100191,N,25,70.47,76.21,67.2,59.86,37.2,66.88,-,06,06,026
109, 0606027,SMA NEGERI 1 PULO ACEH,10100179,N,13,71.28,48.36,24.63,48.71,58.27,52.68,-,06,06,027
110, 0606028,SMA MALEM PUTRA 1,10100176,S,26,51.36,73.3,62.03,84.76,28.75,63.14,-,06,06,028
111, 0606029,MA NEGERI COT GUE,10114243,N,31,57.56,80.6,71.09,70.07,58.39,76.62,-,06,06,029
112, 0606030,MA RUHUL ISLAM,10114244,S,90,84.02,75.09,72.22,77.16,82.78,70.71,-,06,06,030
113, 0606031,SMA NEGERI 2 PULO ACEH,10110817,N,17,60.16,63.58,19.79,52.98,30,25.58,-,06,06,031
114, 0606032,SMA NEGERI 1 LEMBAH SEULAWAH,10100139,N,19,61.61,63.03,52.26,72.46,62.76,37.45,-,06,06,032
115, 0606033,SMA NEGERI 2 SEULIMEUM,10107498,N,19,53.43,44.2,22.57,24.35,25.92,30.82,-,06,06,033
116, 0606034,SMA NEGERI 3 SEULIMEUM,10107493,N,26,47.34,62.79,42.18,64.03,24.62,56.32,-,06,06,034
117, 0606036,MA SWASTA NURUL HIKMAH,10100026,S,3,51.43,44.23,46.73,32.5,26.67,42.23,-,06,06,036
118, 0606037,SMA SWASTA MALEM PUTRA 2,10107495,S,33,55.04,66.94,77.83,75.98,80.08,75.18,-,06,06,037
119, 0606038,MA SWASTA DARUL IHSAN,10114246,S,65,84.21,83.64,47.66,76.92,87.69,66.76,-,06,06,038
120, 0606040,MA SWASTA AL-MANAR,10114252,S,28,86.04,84.54,81.19,80.96,78.84,78.33,-,06,06,040
121, 0606041,SMA DARUL HIJRAH,10110257,S,26,78.06,75.4,45.45,81.57,77.4,61.01,-,06,06,041
122, 0606042,MA SWASTA ARRABWAH,10114258,S,17,55.84,71.06,48.1,64.51,46.62,55.39,-,06,06,042
123, 0606043,MA SWASTA DARUZZAHIDIN,10107489,S,18,56.86,74.79,61.63,64.34,71.25,73.57,-,06,06,043
124, 0606044,SMA  TGK. CHIEK EUMPE AWEE,10110816,S,9,78.53,65.76,60.22,76.62,89.72,69.03,-,06,06,044
125, 0606045,SMA BABUL MAGHFIRAH,10110571,S,21,49.92,73.2,38.27,60.46,28.57,68.23,-,06,06,045
126, 0606046,SMA NEGERI 1 KUTA COT GLIE,10107496,N,18,54.23,56.15,48.52,59.28,50.14,58.22,-,06,06,046
127, 0606047,MA SWASTA DARUL AMAN,10114247,S,4,76.2,76.55,55.85,74.98,90,71.55,-,06,06,047
128, 0606048,MA SWASTA AL-KAMAL,10114260,S,12,69.72,62.58,35.18,80.68,48.54,44.67,-,06,06,048
129, 0606049,SMA FAJAR HIDAYAH,10110790,S,10,56.6,73.2,78.44,63.97,41,68.28,-,06,06,049
130, 0606050,MA SWASTA LUQMAN AL-HAKIM,10114257,S,10,53.89,33.88,25.25,35.28,22,28,-,06,06,050
131, 0606051,SMA IT AL-FITYAN,10110604,S,15,81.95,66.91,49.77,65.1,51.83,67.75,-,06,06,051
132, 0606052,SMA PLUS MARYAM BINTI IBRAHIM,10113124,S,22,63.22,49.68,21.15,37.53,32.39,37.8,-,06,06,052
133, 0606053,MA SWASTA ASAASUN NAJAAH,10100266,S,21,49.44,68.81,65.13,80.38,70.83,68.35,-,06,06,053
134, 0606054,SMA NEGERI 1 DARUSSALAM,10113256,N,9,45.3,74.39,72.82,83.1,85.28,80.16,-,06,06,054
135, 0606055,SMA NEGERI 2 KUTA BARO,10113255,N,14,56.74,78.53,39.09,77.86,25.36,66.79,-,06,06,055
136, 0606056,SMA NEGERI 3 INDRAPURI,10113429,N,11,54.21,65.55,40.16,73.33,34.55,67.82,-,06,06,056
137, 0606058,SMA NEGERI 2 UNGGUL ALI HASJMY,10113258,N,53,75.58,71.95,77.55,75.21,74.58,73.69,-,06,06,058
138, 0606059,SMA NEGERI 1 SIMPANG TIGA,10113363,N,21,32.81,34.66,31,51.1,31.9,45.5,-,06,06,059
139, 0606061,MAS MUTAALLIMIN,69849439,S,14,58.74,75.44,42.38,75.87,79.11,73.41,-,06,06,061
140, 0607001,SMA NEGERI 1 SIGLI,10100541,N,241,86.46,79.35,75.33,78.38,83.26,72.32,-,06,07,001
141, 0607002,SMA NEGERI 2 SIGLI,10100553,N,147,76.25,67.33,71.08,77.27,69.08,70.8,-,06,07,002
142, 0607003,SMA NEGERI 1 PEUKAN BARO,10100563,N,138,76.84,69.9,67.32,73.43,70.4,70.46,-,06,07,003
143, 0607004,SMA NEGERI 1 PADANG TIJI,10100558,N,113,73.76,64.56,68.76,67.08,64.71,63.9,-,06,07,004
144, 0607005,SMA NEGERI 1 INDRAJAYA,10100573,N,67,76.31,72.11,69.41,66.43,67.43,65.15,-,06,07,005
145, 0607006,SMA NEGERI 2 INDRAJAYA,10100565,N,26,83.37,73.73,69.46,69.67,70.1,64.6,-,06,07,006
146, 0607007,SMA NEGERI 1 PEUKAN PIDIE,10100557,N,79,77.25,63.62,73.26,72.28,71.36,67.53,-,06,07,007
147, 0607008,SMA NEGERI 1 SIMPANG TIGA,10100542,N,77,86.82,74.96,73.66,76.74,80.91,73.12,-,06,07,008
148, 0607009,SMA NEGERI 1 MUARA TIGA,10100570,N,122,80.31,72.23,72.51,73.37,72.11,66.78,-,06,07,009
149, 0607010,SMA NEGERI 1 DELIMA,10100545,N,85,73.59,62.17,67.24,59.08,63.24,63.81,-,06,07,010
150, 0607011,SMA S CHIK DITIRO SIGLI,10100556,S,22,81.08,78.85,76.35,72.96,72.16,64.08,-,06,07,011
151, 0607012,SMA NEGERI UNGGUL SIGLI,10108241,N,62,86.36,80.12,69.57,88.41,80.65,74.59,-,06,07,012
152, 0607013,SMA S SUKMA BANGSA PIDIE,10107932,S,17,73.82,46.09,33.45,31.84,41.47,39.12,-,06,07,013
153, 0607014,MAN SIGLI 1,10113804,N,191,79.57,78.76,75.12,83.91,75.07,77.14,-,06,07,014
154, 0607015,MAN DELIMA,10113800,N,62,82.91,76.5,72.72,72.16,77.66,65.64,-,06,07,015
155, 0607016,MAN PADANG TIJI,10113807,N,89,76.19,65.53,71.58,75.58,70.87,67.28,-,06,07,016
156, 0607017,MAS AL-FURQAN,10113808,S,25,81.23,75.81,75.04,82.46,72.6,72.51,-,06,07,017
157, 0607018,MAN BATEE,10113799,N,33,77.99,68.81,71.9,72.58,71.29,68.09,-,06,07,018
158, 0607019,MA S TGK. CHIK DICUREE,10110323,S,35,84.54,71.71,72.42,71.39,80.64,62.65,-,06,07,019
159, 0607020,SMA NEGERI 1 MUTIARA,10100559,N,195,89.44,82.78,74.75,76.74,80.31,69.97,-,06,07,020
160, 0607021,SMA NEGERI 2 MUTIARA,10100566,N,54,88.63,82.5,75.32,72.25,86.2,72,-,06,07,021
161, 0607022,SMA NEGERI 1 SAKTI,10100540,N,191,82.04,73.14,74.94,73.28,68.7,69.17,-,06,07,022
162, 0607023,SMA NEGERI 1 KEMBANG TANJONG,10100574,N,143,85.19,82.44,74.4,73.68,69.91,68.47,-,06,07,023
163, 0607024,SMA NEGERI 1 GLUMPANG TIGA,10100572,N,100,79.8,62.13,67.21,70.64,66.1,64.93,-,06,07,024
164, 0607025,SMA NEGERI 1 GLUMPANG BARO,10108074,N,34,88.06,82.9,75.5,74.56,82.57,68.34,-,06,07,025
165, 0607026,SMA NEGERI 1 KEUMALA,10100554,N,75,81.5,81.72,72.11,70.9,78.47,65.36,-,06,07,026
166, 0607027,SMA NEGERI 1 TANGSE,10100564,N,65,80.13,70.56,71.27,66.16,69.88,64.61,-,06,07,027
167, 0607028,SMA NEGERI 1 GEUMPANG,10100571,N,45,81.9,75.98,75.75,72.83,66.22,66.91,-,06,07,028
168, 0607029,SMA S DARUSSAADAH,10100577,S,59,78.49,62.52,68.57,65.91,71.74,63.69,-,06,07,029
169, 0607030,SMA S ISLAM TGK. CHIK DI BEUREU-EH,10108240,S,8,72.98,68.66,70.9,59.66,60.31,57.15,-,06,07,030
170, 0607031,MAN BEUREUNUEN,10113806,N,116,84.64,78.61,74.11,82.19,79.25,73.16,-,06,07,031
171, 0607032,MAN KOTABAKTI,10113809,N,61,84.02,74.43,74.45,79.54,74.43,68.99,-,06,07,032
172, 0607033,MAN KEMBANG TANJUNG,10100754,N,49,82.11,75.53,74.33,77.42,77.14,69.39,-,06,07,033
173, 0607034,MAN TANGSE,10113810,N,58,85.76,67.42,72.77,71.23,76.72,67.07,-,06,07,034
174, 0607035,MAS GLUMPANG TIGA,10113802,S,36,87.81,79.14,74.26,73.11,82.85,67.24,-,06,07,035
